,0,1,2,3,4,5,6,7,8
Alpha [%],-1947.0830997680036,358.8853702667971,193.0998459877684,187.69967326477763,-53.01900058216662,-28.842192796079352,-29.900549439844056,-820.0545554731439,-109.55363628495485
Beta,0.05454845672982617,0.0022483119053285277,-0.01737496719881356,0.06946223489255256,-0.022120683786439395,-0.06902396888626261,0.0026584296855270795,0.025721287136169474,0.05508901841078495
Max. Drawdown [%],-46.849967444528865,-36.09747584887795,-44.923593172136556,-61.549813091458304,-68.05726451882762,-34.52439275633904,-65.88398777899748,-35.809324375420736,-71.78578171158748
Avg. Drawdown [%],-7.134228342472595,-8.400175549620545,-9.613111825461939,-6.602966596590976,-68.05726451882762,-34.52439275633904,-18.241713763419025,-7.267389870253001,-11.423145320406158
Max. Drawdown Duration,1411 days 00:00:00,687 days 00:00:00,1539 days 00:00:00,1246 days 00:00:00,1442 days 00:00:00,1698 days 00:00:00,892 days 00:00:00,2206 days 00:00:00,3587 days 00:00:00
Avg. Drawdown Duration,95 days 00:00:00,75 days 00:00:00,101 days 00:00:00,39 days 00:00:00,1442 days 00:00:00,1698 days 00:00:00,218 days 00:00:00,212 days 00:00:00,517 days 00:00:00
# Trades,34,26,26,13,19,14,12,13,18
Win Rate [%],41.17647058823529,38.46153846153847,38.46153846153847,30.76923076923077,15.789473684210526,50.0,25.0,53.84615384615385,22.22222222222222
Best Trade [%],80.47879784348693,168.3218354070573,54.390573537328414,270.35905467488925,45.282810690922325,5.081615917160587,24.125667779292957,40.22817449252629,15.33138007283419
Worst Trade [%],-7.115771900977331,-7.197586663299916,-7.393754772522021,-7.0859484045882715,-7.014088683844455,-6.999986232414712,-10.5694892661088,-10.050537207157806,-11.444711459974732
Avg. Trade [%],7.1172636588610505,8.200838874673511,4.708346958309462,10.439981216426686,-2.2742541453186327,-1.0016364896867969,-1.1163958616415504,3.5928694750710477,-4.131664230287746
Max. Trade Duration,153 days 00:00:00,151 days 00:00:00,151 days 00:00:00,106 days 00:00:00,144 days 00:00:00,211 days 00:00:00,80 days 00:00:00,213 days 00:00:00,106 days 00:00:00
Avg. Trade Duration,26 days 00:00:00,27 days 00:00:00,33 days 00:00:00,32 days 00:00:00,15 days 00:00:00,52 days 00:00:00,22 days 00:00:00,43 days 00:00:00,36 days 00:00:00
Profit Factor,3.4597262056135576,3.875747086677088,2.473311980640364,5.544406581025976,0.7009441025317266,0.5855259819698596,0.9070224000164803,2.305089735834177,0.24209833257055172
Expectancy [%],9.211930600622031,12.44600828318713,6.318245330127967,22.062571034939893,-1.6044795646697763,-0.9097304032781806,-0.4737171806646114,4.55285828980939,-3.949508521446951
SQN,1.6929890481794825,1.3207985728579472,1.3859117071058047,0.7625449013679972,-1.4768733028976229,-0.7648331516277974,-0.16358773475804705,0.9362689749641425,-3.1023725395460366
Kelly Criterion,0.25696285819801357,0.26679353932603567,0.2019487603125676,0.15624087958025998,-0.19927831426377224,-0.35288222562114924,-0.03212121369571397,0.26829141537118995,-0.9516795288093508
