,0,1,2,3,4,5,6,7,8
Beta,-0.026327678649250112,-0.042811593793661645,0.1722500147102052,-0.09098300987613529,0.07954588993099028,0.07065967883368063,,0.15508883658504402,-0.19684001175757798
Max. Drawdown [%],-96.49885137832037,-97.90599718239386,-97.06185176781392,-93.06131402298313,-97.70941003298398,-82.88137684927985,-100.0,-98.71877336581504,-94.84671335117312
Avg. Drawdown [%],-36.16847477827908,-11.248239465414988,-17.215280308029232,-93.06131402298313,-17.050667472517098,-82.88137684927985,-12.099436056269758,-98.71877336581504,-47.78638066448691
Max. Drawdown Duration,3588 days 00:00:00,1683 days 00:00:00,1581 days 00:00:00,1689 days 00:00:00,1170 days 00:00:00,1992 days 00:00:00,1184 days 00:00:00,3819 days 00:00:00,3840 days 00:00:00
Avg. Drawdown Duration,967 days 00:00:00,61 days 00:00:00,97 days 00:00:00,1689 days 00:00:00,73 days 00:00:00,1992 days 00:00:00,82 days 00:00:00,3819 days 00:00:00,1924 days 00:00:00
# Trades,155,105,94,62,71,81,9,114,116
Win Rate [%],41.935483870967744,43.80952380952381,44.680851063829785,43.54838709677419,46.478873239436616,38.2716049382716,44.44444444444444,31.57894736842105,36.206896551724135
Best Trade [%],141.09830229643512,134.67530347978064,966.6233558622713,115.20512032202635,1664.8250965750308,10.660343443697773,69.93347979966393,87.76923245786601,22.970051984108842
Worst Trade [%],-47.964811746317,-27.432704418748134,-59.69505928267471,-43.52292520892351,-50.04030866690496,-13.284719676073898,-102.09523518880208,-36.640039547394764,-20.722494476487306
Avg. Trade [%],0.5140507679527451,1.0537858923412413,3.3541516876449906,-0.36699598026618263,2.4564501264774607,-0.15669533810860337,0.0,-1.6113624714933938,-0.4562752539059356
Max. Trade Duration,97 days 00:00:00,132 days 00:00:00,136 days 00:00:00,213 days 00:00:00,212 days 00:00:00,127 days 00:00:00,142 days 00:00:00,264 days 00:00:00,146 days 00:00:00
Avg. Trade Duration,25 days 00:00:00,27 days 00:00:00,30 days 00:00:00,27 days 00:00:00,25 days 00:00:00,25 days 00:00:00,42 days 00:00:00,34 days 00:00:00,34 days 00:00:00
Profit Factor,1.4241013179295214,1.5374562008070007,3.5395076225576467,1.338173202539847,3.8049322838403628,0.9555076864508116,0.864242183592101,1.00198426819748,0.9638753063622905
Expectancy [%],2.604722946126783,3.599690160599103,14.612745601080729,2.8285156106644465,25.503834347512257,-0.06952490390464026,-2.354414138105903,0.013332953723746384,-0.11993534731065919
SQN,0.3144500146124004,0.5559912100059257,0.7022242740724957,-0.6258207855790406,0.5700873150606713,-0.3365221095347551,-0.47654777291628375,-0.6468513267981046,-0.646564427115044
Kelly Criterion,0.029815017383736098,0.08113976075895757,0.1302970396596923,-0.11505995575458977,0.0851947854853844,-0.05146087015661799,-0.30195849028849975,-0.06363668254335098,-0.07314101385763327
