,0,1,2,3,4,5,6,7,8
Alpha [%],-6553.007322544999,-123.90410427881025,828.2573080449445,-77.26362088238464,140.05242340092866,-87.90445495114324,-59.546767689964526,-3115.530222839451,-40.45837424634214
Beta,0.1502491818339316,0.04318436776457907,-0.022319315413303085,-0.030118940774000163,-0.01061869448924605,0.07672728119988101,-0.04965710182596803,0.08410278158765679,-0.05999674010790769
Max. Drawdown [%],-57.53652490001716,-91.23980846793832,-95.22819895119919,-77.33836744098195,-54.792849747954286,-79.15467939098126,-65.24191565055628,-96.15817047095729,-87.36954776303806
Avg. Drawdown [%],-12.633012251944308,-34.05618818202652,-33.777693077494035,-40.717332570186024,-11.646547271382206,-79.15467939098126,-21.631797357291234,-50.00227206605589,-44.04779791909402
Max. Drawdown Duration,1084 days 00:00:00,2429 days 00:00:00,2469 days 00:00:00,1681 days 00:00:00,615 days 00:00:00,1992 days 00:00:00,1393 days 00:00:00,3125 days 00:00:00,3840 days 00:00:00
Avg. Drawdown Duration,113 days 00:00:00,689 days 00:00:00,706 days 00:00:00,845 days 00:00:00,68 days 00:00:00,1992 days 00:00:00,374 days 00:00:00,1273 days 00:00:00,1924 days 00:00:00
# Trades,156,106,95,63,72,81,39,115,117
Win Rate [%],23.076923076923077,16.037735849056602,8.421052631578947,6.349206349206349,15.277777777777779,33.33333333333333,10.256410256410255,10.434782608695652,23.931623931623932
Best Trade [%],141.09830229643512,40.23447806497214,55.04988969295581,50.1609154617227,105.01178425771678,10.660343443697773,33.43973620902047,55.998512059938534,19.228510852116298
Worst Trade [%],-2.3522929471819998,-2.4397704726604186,-3.054404415324319,-3.5509912814429834,-2.180411513770819,-2.054185020844046,-8.121556387857465,-9.560969851844048,-8.174623985978958
Avg. Trade [%],3.1029464420907926,0.04519134728315777,-1.0063739168036157,-0.31129186406088083,3.2236456176777173,0.07994202154122387,-0.3750935670506106,-0.7643557309159443,0.26921753222080014
Max. Trade Duration,77 days 00:00:00,55 days 00:00:00,113 days 00:00:00,47 days 00:00:00,87 days 00:00:00,111 days 00:00:00,73 days 00:00:00,81 days 00:00:00,113 days 00:00:00
Avg. Trade Duration,9 days 00:00:00,6 days 00:00:00,5 days 00:00:00,4 days 00:00:00,7 days 00:00:00,17 days 00:00:00,7 days 00:00:00,8 days 00:00:00,15 days 00:00:00
Profit Factor,3.6687790996810397,1.1515598515820185,0.5098211006384223,0.9860093972701279,3.6340437768049134,1.119476225119588,0.9411654347927969,0.7389937813797807,1.2654707967967984
Expectancy [%],4.067579940524945,0.2542354091257923,-0.8626041670754616,-0.026370959125650403,4.459782486258925,0.13124035905249182,-0.11754246862137002,-0.5415846431015592,0.37683552287649497
SQN,2.7958455484412923,-1.6036234940988014,-0.3192715041498752,-0.3038001814394322,1.7816399421767175,0.0444408482101892,-0.26953620550098467,-0.07413760004902278,0.5590656575954502
Kelly Criterion,0.14709002521411912,-0.10639185654166808,-0.021051355764306,-0.011391380007616261,0.09617965461370453,0.004878438636155835,-0.031701883344308984,-0.012842347241997426,0.036303370848722705
